metabolite,SampleID,flux,description
acnam_m,ERR5691365,0.1,N-acetylneuraminate
strch1_m,ERR5691365,0.118762725,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,ERR5691365,0.023331036,hydrogenphosphate
dad_2_m,ERR5691365,0.005959895,2-deoxyadenosine
gam_m,ERR5691365,1.00E-06,D-Glucosamine
dcyt_m,ERR2438175,0.059161411,Deoxycytidine
glyc3p_m,ERR2438175,0.1,Glycerol 3-phosphate
glyleu_m,ERR2438175,0.113256821,Glycylleucine
amp_m,ERR2438175,0.1,AMP
nmn_m,ERR2438175,0.1,NMN
cgly_m,ERR2438175,0.1,L-cysteinylglycine
glyasp_m,ERR2438175,0.08378859,Glycyl-L-aspartate
26dap_M_m,ERR2438175,0.1,"meso-2,6-Diaminoheptanedioate"
orn_m,ERR2438175,0.1,Ornithine
csn_m,ERR2438175,1.00E-06,cytosine
cytd_m,ERR2438175,1.00E-06,Cytidine
acmana_m,ERR2438175,0.1,N-acetyl-D-mannosamine
adn_m,ERR2438175,1.00E-06,Adenosine
metsox_S_L_m,ERR2438175,0.1,L-Methionine Sulfoxide
dgsn_m,ERR2438175,1.00E-06,Deoxyguanosine
phe_L_m,ERR2438175,0.040533927,L-phenylalanine
tyr_L_m,ERR2438175,0.028481073,L-tyrosine
uri_m,ERR2438175,1.00E-06,Uridine
ddca_m,ERR2438175,1.00E-06,laurate
cellb_m,ERR2438175,1.00E-06,cellobiose
tre_m,ERR2438175,1.00E-06,Trehalose
gsn_m,ERR2438175,1.00E-06,Guanosine
lys_L_m,ERR2438175,0.015,L-lysinium(1+)
arg_L_m,ERR2438175,0.015,L-argininium(1+)
his_L_m,ERR2438175,0.015,L-histidine
asn_L_m,ERR2438175,0.0225,L-asparagine
gln_L_m,ERR2438175,0.018,L-glutamine
ade_m,ERR2438175,1.00E-06,Adenine
ocdcea_m,ERR2438175,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,ERR2438175,1.00E-06,L-cysteine
gua_m,ERR2438175,1.00E-06,Guanine
ncam_m,ERR2438175,1.00E-06,Nicotinamide
ala_L_m,ERR2438175,1.00E-06,L-alanine
val_L_m,ERR2438175,0.010973683,L-valine
3mop_m,ERR2438175,1.00E-06,3-methyl-2-oxopentanoate
ura_m,ERR2438175,1.00E-06,uracil
ala_D_m,ERR2438175,1.00E-06,D-alanine
met_L_m,ERR2438175,0.018,L-methionine
ile_L_m,ERR2438175,0.015,L-isoleucine
trp_L_m,ERR2438175,0.008182,L-tryptophan
pro_L_m,ERR2438175,1.00E-06,L-proline
thr_L_m,ERR2438175,1.00E-06,L-threonine
leu_L_m,ERR2438175,0.015,L-leucine
glu_L_m,ERR2438175,1.00E-06,L-glutamate(1-)
gly_m,ERR2438175,1.00E-06,Glycine
asp_L_m,ERR2438175,1.00E-06,L-aspartate(1-)
ocdca_m,ERR2438175,1.00E-06,octadecanoate (n-C18:0)
drib_m,ERR2438175,1.00E-06,2-deoxy-D-ribose
fru_m,ERR2438175,1.00E-06,D-Fructose
man_m,ERR2438175,1.00E-06,D-Mannose
gal_m,ERR2438175,1.00E-06,D-Galactose
mnl_m,ERR2438175,1.00E-06,D-Mannitol
indole_m,ERR2438175,0.000178725,Indole
sbt_D_m,ERR2438175,1.00E-06,D-glucitol
malt_m,ERR2438175,1.00E-06,Maltose
sucr_m,ERR2438175,1.00E-06,Sucrose
lcts_m,ERR2438175,1.00E-06,Lactose
melib_m,ERR2438175,1.00E-06,Melibiose
kestopt_m,ERR2438175,1.00E-06,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,ERR2438175,1.00E-06,Raffinose
ttdca_m,ERR2438175,1.00E-06,tetradecanoate (n-C14:0)
fe3_m,ERR2438175,0.000450684,Fe3+
fe2_m,ERR2438175,0.001971463,Fe2+
pnto_R_m,ERR2438175,0.000587303,(R)-Pantothenate
fol_m,ERR2438175,0.000578817,Folate
mg2_m,ERR2438175,0.001210917,magnesium
cl_m,ERR2438175,0.001210917,Chloride
k_m,ERR2438175,0.001210917,potassium
cobalt2_m,ERR2438175,0.001210917,Co2+
zn2_m,ERR2438175,0.001210917,Zinc
ca2_m,ERR2438175,0.001210917,calcium(2+)
cu2_m,ERR2438175,0.001210917,Cu2+
mn2_m,ERR2438175,0.001210917,Mn2+
arab_L_m,ERR2438175,1.00E-06,L-arabinose
4abz_m,ERR2438175,1.00E-06,4-Aminobenzoate
glcn_m,ERR2438175,1.00E-06,D-gluconate
ptrc_m,ERR2438175,7.49E-05,Putrescine
pheme_m,ERR2438175,0.000469471,Protoheme
spmd_m,ERR2438175,0.000469832,Spermidine
thm_m,ERR2438175,0.000469883,Thiamin
12dgr180_m,ERR2438175,1.00E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,ERR2438175,0.000175717,Pyridoxal
so4_m,ERR2438175,1.00E-06,sulfate
thymd_m,ERR2438175,1.00E-06,Thymidine
pydxn_m,ERR2438175,1.00E-06,Pyridoxine
lanost_m,ERR2438175,1.00E-06,lanosterol
q8_m,ERR2438175,0.000277962,Ubiquinone-8
hdca_m,ERR2438175,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,ERR2438175,1.00E-06,Menaquinone 8
lmn30_m,ERR2438175,0.000470195,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,ERR2438175,0.000306649,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,ERR2438175,0.000470195,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,ERR2438175,1.35E-06,2-Demethylmenaquinone 8
gthox_m,ERR2438175,5.90E-05,Oxidized glutathione
rhamnogalurII_m,ERR2438175,0.000266987,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,ERR2438175,0.000128235,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,ERR2438175,0.000166277,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,ERR2438175,0.000176323,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,ERR2438175,1.00E-06,O2
gthrd_m,ERR2438175,1.40E-06,Reduced glutathione
lichn_m,ERR2438175,8.30E-05,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,ERR2438175,1.00E-06,Menaquinone 7
cit_m,ERR2438175,1.00E-06,Citrate
arab_D_m,ERR2438175,1.00E-06,D-Arabinose
fald_m,ERR2438175,1.00E-06,formaldehyde
hxan_m,ERR2438175,1.00E-06,Hypoxanthine
galmannan_m,ERR2438175,1.41E-05,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,ERR2438175,1.31E-05,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,ERR2438175,1.41E-05,"Levan, 1000 fructose units"
rhamnogalurI_m,ERR2438175,1.45E-05,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,ERR2438175,1.00E-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,ERR2438175,1.57E-05,"Amylopectin, 900 repeat units"
pullulan1200_m,ERR2438175,1.18E-05,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,ERR2438175,4.70E-05,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,ERR2438175,3.29E-05,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,ERR2438175,2.19E-05,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,ERR2438175,3.34E-05,pectins
xylan_m,ERR2438175,3.21E-05,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,ERR2438175,1.00E-06,chorismate
ribflv_m,ERR2438175,1.00E-06,Riboflavin
pydam_m,ERR2438175,0.000757589,Pyridoxamine
sheme_m,ERR2438175,0.000192518,Siroheme
acgam_m,ERR2438175,0.1,N-acetyl-D-glucosamine
acnam_m,ERR2438175,0.1,N-acetylneuraminate
strch1_m,ERR2438175,0.034521326,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,ERR2438175,0.010513357,hydrogenphosphate
dad_2_m,ERR2438175,1.00E-06,2-deoxyadenosine
gam_m,ERR2438175,1.00E-06,D-Glucosamine
dcyt_m,SRR11128253,0.058924064,Deoxycytidine
glyc3p_m,SRR11128253,0.037794077,Glycerol 3-phosphate
glyleu_m,SRR11128253,0.113256821,Glycylleucine
amp_m,SRR11128253,0.1,AMP
nmn_m,SRR11128253,0.1,NMN
cgly_m,SRR11128253,0.1,L-cysteinylglycine
glyasp_m,SRR11128253,0.08378859,Glycyl-L-aspartate
26dap_M_m,SRR11128253,0.1,"meso-2,6-Diaminoheptanedioate"
orn_m,SRR11128253,0.1,Ornithine
csn_m,SRR11128253,1.00E-06,cytosine
cytd_m,SRR11128253,1.00E-06,Cytidine
acmana_m,SRR11128253,1.00E-06,N-acetyl-D-mannosamine
adn_m,SRR11128253,1.00E-06,Adenosine
metsox_S_L_m,SRR11128253,0.021992113,L-Methionine Sulfoxide
dgsn_m,SRR11128253,1.00E-06,Deoxyguanosine
phe_L_m,SRR11128253,0.040641231,L-phenylalanine
tyr_L_m,SRR11128253,0.030804742,L-tyrosine
uri_m,SRR11128253,1.00E-06,Uridine
ddca_m,SRR11128253,1.00E-06,laurate
cellb_m,SRR11128253,1.00E-06,cellobiose
tre_m,SRR11128253,1.00E-06,Trehalose
gsn_m,SRR11128253,1.00E-06,Guanosine
lys_L_m,SRR11128253,0.015,L-lysinium(1+)
arg_L_m,SRR11128253,0.015,L-argininium(1+)
his_L_m,SRR11128253,0.015,L-histidine
asn_L_m,SRR11128253,0.0225,L-asparagine
gln_L_m,SRR11128253,0.018,L-glutamine
ade_m,SRR11128253,1.00E-06,Adenine
ocdcea_m,SRR11128253,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,SRR11128253,1.00E-06,L-cysteine
gua_m,SRR11128253,1.00E-06,Guanine
ncam_m,SRR11128253,1.00E-06,Nicotinamide
ala_L_m,SRR11128253,1.00E-06,L-alanine
val_L_m,SRR11128253,1.00E-06,L-valine
3mop_m,SRR11128253,1.00E-06,3-methyl-2-oxopentanoate
ura_m,SRR11128253,1.00E-06,uracil
ala_D_m,SRR11128253,1.00E-06,D-alanine
met_L_m,SRR11128253,0.018,L-methionine
ile_L_m,SRR11128253,0.015,L-isoleucine
trp_L_m,SRR11128253,0.008182,L-tryptophan
pro_L_m,SRR11128253,1.00E-06,L-proline
thr_L_m,SRR11128253,1.00E-06,L-threonine
leu_L_m,SRR11128253,0.015,L-leucine
glu_L_m,SRR11128253,1.00E-06,L-glutamate(1-)
gly_m,SRR11128253,1.00E-06,Glycine
asp_L_m,SRR11128253,1.00E-06,L-aspartate(1-)
ocdca_m,SRR11128253,1.00E-06,octadecanoate (n-C18:0)
drib_m,SRR11128253,1.00E-06,2-deoxy-D-ribose
fru_m,SRR11128253,1.00E-06,D-Fructose
man_m,SRR11128253,1.00E-06,D-Mannose
gal_m,SRR11128253,1.00E-06,D-Galactose
mnl_m,SRR11128253,1.00E-06,D-Mannitol
indole_m,SRR11128253,0.004243858,Indole
sbt_D_m,SRR11128253,1.00E-06,D-glucitol
malt_m,SRR11128253,1.00E-06,Maltose
sucr_m,SRR11128253,1.00E-06,Sucrose
lcts_m,SRR11128253,1.00E-06,Lactose
melib_m,SRR11128253,1.00E-06,Melibiose
kestopt_m,SRR11128253,1.00E-06,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,SRR11128253,1.00E-06,Raffinose
ttdca_m,SRR11128253,1.00E-06,tetradecanoate (n-C14:0)
fe3_m,SRR11128253,0.000315297,Fe3+
fe2_m,SRR11128253,0.002421365,Fe2+
pnto_R_m,SRR11128253,0.002637311,(R)-Pantothenate
fol_m,SRR11128253,0.001421968,Folate
mg2_m,SRR11128253,0.001345228,magnesium
cl_m,SRR11128253,0.001345228,Chloride
k_m,SRR11128253,0.001345228,potassium
cobalt2_m,SRR11128253,0.001345228,Co2+
zn2_m,SRR11128253,0.001345228,Zinc
ca2_m,SRR11128253,0.001345228,calcium(2+)
cu2_m,SRR11128253,0.001345228,Cu2+
mn2_m,SRR11128253,0.001345228,Mn2+
arab_L_m,SRR11128253,1.00E-06,L-arabinose
4abz_m,SRR11128253,1.00E-06,4-Aminobenzoate
glcn_m,SRR11128253,1.00E-06,D-gluconate
ptrc_m,SRR11128253,0.000427741,Putrescine
pheme_m,SRR11128253,2.71E-05,Protoheme
spmd_m,SRR11128253,0.000453634,Spermidine
thm_m,SRR11128253,0.000499735,Thiamin
12dgr180_m,SRR11128253,1.00E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,SRR11128253,0.000289904,Pyridoxal
so4_m,SRR11128253,0.001344742,sulfate
thymd_m,SRR11128253,1.00E-06,Thymidine
pydxn_m,SRR11128253,0.001029324,Pyridoxine
lanost_m,SRR11128253,1.15E-06,lanosterol
q8_m,SRR11128253,2.66E-05,Ubiquinone-8
hdca_m,SRR11128253,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,SRR11128253,1.00E-06,Menaquinone 8
lmn30_m,SRR11128253,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,SRR11128253,0.000306649,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,SRR11128253,0.000470195,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,SRR11128253,9.32E-05,2-Demethylmenaquinone 8
gthox_m,SRR11128253,1.00E-06,Oxidized glutathione
rhamnogalurII_m,SRR11128253,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,SRR11128253,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,SRR11128253,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,SRR11128253,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,SRR11128253,1.00E-06,O2
gthrd_m,SRR11128253,1.00E-06,Reduced glutathione
lichn_m,SRR11128253,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,SRR11128253,1.00E-06,Menaquinone 7
cit_m,SRR11128253,1.00E-06,Citrate
arab_D_m,SRR11128253,1.00E-06,D-Arabinose
fald_m,SRR11128253,1.00E-06,formaldehyde
hxan_m,SRR11128253,1.00E-06,Hypoxanthine
galmannan_m,SRR11128253,1.41E-05,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,SRR11128253,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,SRR11128253,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,SRR11128253,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,SRR11128253,1.18E-05,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,SRR11128253,1.57E-05,"Amylopectin, 900 repeat units"
pullulan1200_m,SRR11128253,1.18E-05,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,SRR11128253,4.70E-05,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,SRR11128253,3.29E-05,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,SRR11128253,2.19E-05,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,SRR11128253,3.34E-05,pectins
xylan_m,SRR11128253,3.21E-05,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,SRR11128253,1.00E-06,chorismate
ribflv_m,SRR11128253,1.00E-06,Riboflavin
pydam_m,SRR11128253,1.00E-06,Pyridoxamine
sheme_m,SRR11128253,4.73E-05,Siroheme
acgam_m,SRR11128253,0.1,N-acetyl-D-glucosamine
acnam_m,SRR11128253,0.1,N-acetylneuraminate
strch1_m,SRR11128253,0.018591863,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,SRR11128253,1.00E-06,hydrogenphosphate
dad_2_m,SRR11128253,1.00E-06,2-deoxyadenosine
gam_m,SRR11128253,1.00E-06,D-Glucosamine
dcyt_m,SRR11128239,0.059603638,Deoxycytidine
glyc3p_m,SRR11128239,0.061866736,Glycerol 3-phosphate
glyleu_m,SRR11128239,0.113256821,Glycylleucine
amp_m,SRR11128239,0.1,AMP
nmn_m,SRR11128239,0.1,NMN
cgly_m,SRR11128239,0.1,L-cysteinylglycine
glyasp_m,SRR11128239,0.08378859,Glycyl-L-aspartate
26dap_M_m,SRR11128239,0.1,"meso-2,6-Diaminoheptanedioate"
orn_m,SRR11128239,0.1,Ornithine
csn_m,SRR11128239,1.00E-06,cytosine
cytd_m,SRR11128239,1.00E-06,Cytidine
acmana_m,SRR11128239,1.00E-06,N-acetyl-D-mannosamine
adn_m,SRR11128239,1.00E-06,Adenosine
metsox_S_L_m,SRR11128239,0.1,L-Methionine Sulfoxide
dgsn_m,SRR11128239,1.00E-06,Deoxyguanosine
phe_L_m,SRR11128239,0.041151866,L-phenylalanine
tyr_L_m,SRR11128239,0.031090022,L-tyrosine
uri_m,SRR11128239,1.00E-06,Uridine
ddca_m,SRR11128239,1.00E-06,laurate
cellb_m,SRR11128239,1.00E-06,cellobiose
tre_m,SRR11128239,1.00E-06,Trehalose
gsn_m,SRR11128239,1.00E-06,Guanosine
lys_L_m,SRR11128239,0.015,L-lysinium(1+)
arg_L_m,SRR11128239,0.015,L-argininium(1+)
his_L_m,SRR11128239,0.015,L-histidine
asn_L_m,SRR11128239,0.0225,L-asparagine
gln_L_m,SRR11128239,0.018,L-glutamine
ade_m,SRR11128239,1.00E-06,Adenine
ocdcea_m,SRR11128239,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,SRR11128239,1.00E-06,L-cysteine
gua_m,SRR11128239,1.00E-06,Guanine
ncam_m,SRR11128239,1.00E-06,Nicotinamide
ala_L_m,SRR11128239,1.00E-06,L-alanine
val_L_m,SRR11128239,1.00E-06,L-valine
3mop_m,SRR11128239,1.00E-06,3-methyl-2-oxopentanoate
ura_m,SRR11128239,1.00E-06,uracil
ala_D_m,SRR11128239,1.00E-06,D-alanine
met_L_m,SRR11128239,0.018,L-methionine
ile_L_m,SRR11128239,0.015,L-isoleucine
trp_L_m,SRR11128239,0.008182,L-tryptophan
pro_L_m,SRR11128239,1.00E-06,L-proline
thr_L_m,SRR11128239,1.00E-06,L-threonine
leu_L_m,SRR11128239,0.015,L-leucine
glu_L_m,SRR11128239,1.00E-06,L-glutamate(1-)
gly_m,SRR11128239,1.00E-06,Glycine
asp_L_m,SRR11128239,1.00E-06,L-aspartate(1-)
ocdca_m,SRR11128239,1.00E-06,octadecanoate (n-C18:0)
drib_m,SRR11128239,1.00E-06,2-deoxy-D-ribose
fru_m,SRR11128239,1.00E-06,D-Fructose
man_m,SRR11128239,1.00E-06,D-Mannose
gal_m,SRR11128239,1.00E-06,D-Galactose
mnl_m,SRR11128239,1.00E-06,D-Mannitol
indole_m,SRR11128239,0.00435235,Indole
sbt_D_m,SRR11128239,1.00E-06,D-glucitol
malt_m,SRR11128239,1.00E-06,Maltose
sucr_m,SRR11128239,1.00E-06,Sucrose
lcts_m,SRR11128239,1.00E-06,Lactose
melib_m,SRR11128239,1.00E-06,Melibiose
kestopt_m,SRR11128239,1.00E-06,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,SRR11128239,1.00E-06,Raffinose
ttdca_m,SRR11128239,1.00E-06,tetradecanoate (n-C14:0)
fe3_m,SRR11128239,0.000878619,Fe3+
fe2_m,SRR11128239,0.002007449,Fe2+
pnto_R_m,SRR11128239,0.002588853,(R)-Pantothenate
fol_m,SRR11128239,0.001010807,Folate
mg2_m,SRR11128239,0.001377548,magnesium
cl_m,SRR11128239,0.001377548,Chloride
k_m,SRR11128239,0.001377548,potassium
cobalt2_m,SRR11128239,0.001377548,Co2+
zn2_m,SRR11128239,0.001377548,Zinc
ca2_m,SRR11128239,0.001377548,calcium(2+)
cu2_m,SRR11128239,0.001377548,Cu2+
mn2_m,SRR11128239,0.001377548,Mn2+
arab_L_m,SRR11128239,1.00E-06,L-arabinose
4abz_m,SRR11128239,5.84E-06,4-Aminobenzoate
glcn_m,SRR11128239,1.00E-06,D-gluconate
ptrc_m,SRR11128239,0.000207866,Putrescine
pheme_m,SRR11128239,8.49E-05,Protoheme
spmd_m,SRR11128239,0.000288846,Spermidine
thm_m,SRR11128239,0.000417869,Thiamin
12dgr180_m,SRR11128239,1.00E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,SRR11128239,0.00080105,Pyridoxal
so4_m,SRR11128239,0.001376282,sulfate
thymd_m,SRR11128239,1.00E-06,Thymidine
pydxn_m,SRR11128239,0.000494617,Pyridoxine
lanost_m,SRR11128239,3.98E-06,lanosterol
q8_m,SRR11128239,8.01E-05,Ubiquinone-8
hdca_m,SRR11128239,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,SRR11128239,1.00E-06,Menaquinone 8
lmn30_m,SRR11128239,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,SRR11128239,0.000306649,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,SRR11128239,0.000470195,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,SRR11128239,0.000259124,2-Demethylmenaquinone 8
gthox_m,SRR11128239,1.00E-06,Oxidized glutathione
rhamnogalurII_m,SRR11128239,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,SRR11128239,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,SRR11128239,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,SRR11128239,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,SRR11128239,1.00E-06,O2
gthrd_m,SRR11128239,1.19E-06,Reduced glutathione
lichn_m,SRR11128239,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,SRR11128239,4.67E-06,Menaquinone 7
cit_m,SRR11128239,1.00E-06,Citrate
arab_D_m,SRR11128239,1.00E-06,D-Arabinose
fald_m,SRR11128239,1.00E-06,formaldehyde
hxan_m,SRR11128239,1.00E-06,Hypoxanthine
galmannan_m,SRR11128239,1.41E-05,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,SRR11128239,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,SRR11128239,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,SRR11128239,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,SRR11128239,1.18E-05,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,SRR11128239,1.57E-05,"Amylopectin, 900 repeat units"
pullulan1200_m,SRR11128239,1.18E-05,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,SRR11128239,4.70E-05,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,SRR11128239,3.29E-05,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,SRR11128239,2.19E-05,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,SRR11128239,3.34E-05,pectins
xylan_m,SRR11128239,3.21E-05,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,SRR11128239,1.00E-06,chorismate
ribflv_m,SRR11128239,1.00E-06,Riboflavin
pydam_m,SRR11128239,2.90E-06,Pyridoxamine
sheme_m,SRR11128239,0.000132604,Siroheme
acgam_m,SRR11128239,0.1,N-acetyl-D-glucosamine
acnam_m,SRR11128239,0.1,N-acetylneuraminate
strch1_m,SRR11128239,0.023314975,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,SRR11128239,1.00E-06,hydrogenphosphate
dad_2_m,SRR11128239,1.00E-06,2-deoxyadenosine
gam_m,SRR11128239,0.007086013,D-Glucosamine
dcyt_m,SRR11128240,0.064235229,Deoxycytidine
glyc3p_m,SRR11128240,0.056814302,Glycerol 3-phosphate
glyleu_m,SRR11128240,0.113256821,Glycylleucine
amp_m,SRR11128240,0.1,AMP
nmn_m,SRR11128240,0.1,NMN
cgly_m,SRR11128240,0.1,L-cysteinylglycine
glyasp_m,SRR11128240,0.08378859,Glycyl-L-aspartate
26dap_M_m,SRR11128240,0.1,"meso-2,6-Diaminoheptanedioate"
orn_m,SRR11128240,0.1,Ornithine
csn_m,SRR11128240,1.00E-06,cytosine
cytd_m,SRR11128240,1.00E-06,Cytidine
acmana_m,SRR11128240,1.00E-06,N-acetyl-D-mannosamine
adn_m,SRR11128240,1.00E-06,Adenosine
metsox_S_L_m,SRR11128240,0.1,L-Methionine Sulfoxide
dgsn_m,SRR11128240,1.00E-06,Deoxyguanosine
phe_L_m,SRR11128240,0.042144982,L-phenylalanine
tyr_L_m,SRR11128240,0.031757279,L-tyrosine
uri_m,SRR11128240,1.00E-06,Uridine
ddca_m,SRR11128240,1.00E-06,laurate
cellb_m,SRR11128240,1.00E-06,cellobiose
tre_m,SRR11128240,1.00E-06,Trehalose
