metabolite,SampleID,flux,description
cit_m,SRR20999500,1.00E-06,Citrate
isoval_m,SRR20999500,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR20999500,0.196238184,Nicotinate
ura_m,SRR20999500,1.00E-06,uracil
glyb_m,SRR20999500,1.360676451,glycine betaine
rib_D_m,SRR20999500,1.00E-06,D-ribose
glcn_m,SRR20999500,1.00E-06,D-gluconate
3mop_m,SRR20999500,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR20999500,1.00E-06,Allantoin
inost_m,SRR20999500,1.00E-06,myo-inositol
phenol_m,SRR20999500,1.00E-06,Phenol
mal_L_m,SRR20999500,1.00E-06,(S)-malate(2-)
phpyr_m,SRR20999500,1.00E-06,keto-phenylpyruvate
thymd_m,SRR20999500,0.199154642,Thymidine
4hbz_m,SRR20999500,1.00E-06,4-hydroxybenzoate
etoh_m,SRR20999500,1.00E-06,ethanol
lald_L_m,SRR20999500,1.00E-06,(S)-lactaldehyde
ins_m,SRR20999500,1.00E-06,Inosine
but_m,SRR20999500,1.00E-06,butyrate
4hphac_m,SRR20999500,0.174922515,4-hydroxyphenylacetate
uri_m,SRR20999500,1.00E-06,Uridine
ocdca_m,SRR20999500,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR20999500,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR20999500,0.044958604,Riboflavin
hdca_m,SRR20999500,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR20999500,1.00E-06,methanol
4hoxpacd_m,SRR20999500,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR20999500,1.00E-06,D-Arabinose
acac_m,SRR20999500,1.00E-06,acetoacetate
2hyoxplac_m,SRR20999500,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR20999500,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR20999500,1.00E-06,D-Fructose
fum_m,SRR20999500,1.00E-06,Fumarate
xtsn_m,SRR20999500,1.00E-06,xanthosine
btd_RR_m,SRR20999500,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR20999500,1.00E-06,Reduced riboflavin
ch4s_m,SRR20999500,1.00E-06,Methanethiol
ppi_m,SRR20999500,1.00E-06,Diphosphate
12ppd_S_m,SRR20999500,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR20999500,1.00E-06,L-cysteine
galur_m,SRR20999500,1.00E-06,D-Galacturonate
ac_m,SRR20999500,1.00E-06,acetate
2obut_m,SRR20999500,1.00E-06,2-Oxobutanoate
apio_D_m,SRR20999500,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR20999500,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR20999500,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR20999500,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR20999500,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR20999500,1.00E-06,Indole
acerA_m,SRR20999500,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR20999500,1.00E-06,formaldehyde
ispre_m,SRR20999500,1.00E-06,Isoprene
mqn7_m,SRR20999517,5.518422022,Menaquinone 7
mqn8_m,SRR20999517,6.752081508,Menaquinone 8
h_m,SRR20999517,20.27278756,proton
h2s_m,SRR20999517,1.383076177,Hydrogen sulfide
so4_m,SRR20999517,6.921519986,sulfate
co2_m,SRR20999517,4.117297273,carbon dioxide
tma_m,SRR20999517,11.56590928,trimethylamine
h2o_m,SRR20999517,1.00E-06,Water
tmao_m,SRR20999517,1.00E-06,Trimethylamine N-oxide
so3_m,SRR20999517,1.00E-06,Sulfite
tsul_m,SRR20999517,1.738697873,thiosulfate(2-)
for_m,SRR20999517,1.00E-06,Formate
chol_m,SRR20999517,1.00E-06,Choline
o2_m,SRR20999517,1.00E-06,O2
diact_m,SRR20999517,1.00E-06,Diacetyl
ppa_m,SRR20999517,0.382534752,propionate
h2_m,SRR20999517,1.00E-06,Hydrogen
xan_m,SRR20999517,0.302503648,Xanthine
lac_L_m,SRR20999517,1.00E-06,(S)-lactate
glyc_m,SRR20999517,1.00E-06,Glycerol
succ_m,SRR20999517,1.00E-06,Succinate
isocapr_m,SRR20999517,1.00E-06,Isocaproate
oxa_m,SRR20999517,1.00E-06,oxalate(2-)
glyclt_m,SRR20999517,1.00E-06,glycolate
pac_m,SRR20999517,1.00E-06,phenylacetate
acald_m,SRR20999517,1.00E-06,acetaldehyde
actn_R_m,SRR20999517,0.109710122,(R)-Acetoin
isobut_m,SRR20999517,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR20999517,1.00E-06,chorismate
hxan_m,SRR20999517,1.00E-06,Hypoxanthine
mnl_m,SRR20999517,1.00E-06,D-Mannitol
gcald_m,SRR20999517,2.151951582,glycolaldehyde
fuc_L_m,SRR20999517,1.00E-06,L-fucose
bhb_m,SRR20999517,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR20999517,1.00E-06,Citrate
isoval_m,SRR20999517,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR20999517,0.196168169,Nicotinate
ura_m,SRR20999517,1.00E-06,uracil
glyb_m,SRR20999517,1.00E-06,glycine betaine
rib_D_m,SRR20999517,1.00E-06,D-ribose
glcn_m,SRR20999517,1.00E-06,D-gluconate
3mop_m,SRR20999517,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR20999517,1.00E-06,Allantoin
inost_m,SRR20999517,1.00E-06,myo-inositol
phenol_m,SRR20999517,1.00E-06,Phenol
mal_L_m,SRR20999517,1.00E-06,(S)-malate(2-)
phpyr_m,SRR20999517,0.413027076,keto-phenylpyruvate
thymd_m,SRR20999517,0.198810942,Thymidine
4hbz_m,SRR20999517,1.00E-06,4-hydroxybenzoate
etoh_m,SRR20999517,1.00E-06,ethanol
lald_L_m,SRR20999517,1.00E-06,(S)-lactaldehyde
ins_m,SRR20999517,1.00E-06,Inosine
but_m,SRR20999517,1.00E-06,butyrate
4hphac_m,SRR20999517,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR20999517,1.00E-06,Uridine
ocdca_m,SRR20999517,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR20999517,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR20999517,0.14626323,Riboflavin
hdca_m,SRR20999517,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR20999517,1.00E-06,methanol
4hoxpacd_m,SRR20999517,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR20999517,1.00E-06,D-Arabinose
acac_m,SRR20999517,1.00E-06,acetoacetate
2hyoxplac_m,SRR20999517,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR20999517,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR20999517,1.00E-06,D-Fructose
fum_m,SRR20999517,1.00E-06,Fumarate
xtsn_m,SRR20999517,1.00E-06,xanthosine
btd_RR_m,SRR20999517,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR20999517,1.00E-06,Reduced riboflavin
ch4s_m,SRR20999517,1.00E-06,Methanethiol
ppi_m,SRR20999517,1.00E-06,Diphosphate
12ppd_S_m,SRR20999517,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR20999517,1.00E-06,L-cysteine
galur_m,SRR20999517,1.00E-06,D-Galacturonate
ac_m,SRR20999517,1.00E-06,acetate
2obut_m,SRR20999517,1.00E-06,2-Oxobutanoate
apio_D_m,SRR20999517,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR20999517,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR20999517,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR20999517,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR20999517,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR20999517,1.00E-06,Indole
acerA_m,SRR20999517,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR20999517,1.00E-06,formaldehyde
ispre_m,SRR20999517,1.00E-06,Isoprene
mqn7_m,SRR18156375,3.698735721,Menaquinone 7
mqn8_m,SRR18156375,1.00E-06,Menaquinone 8
h_m,SRR18156375,34.53853624,proton
h2s_m,SRR18156375,1.00E-06,Hydrogen sulfide
so4_m,SRR18156375,2.251695825,sulfate
co2_m,SRR18156375,0.008419453,carbon dioxide
tma_m,SRR18156375,1.00E-06,trimethylamine
h2o_m,SRR18156375,1.00E-06,Water
tmao_m,SRR18156375,2.0546345,Trimethylamine N-oxide
so3_m,SRR18156375,1.00E-06,Sulfite
tsul_m,SRR18156375,0.113745468,thiosulfate(2-)
for_m,SRR18156375,1.00E-06,Formate
chol_m,SRR18156375,1.00E-06,Choline
o2_m,SRR18156375,0.08382644,O2
diact_m,SRR18156375,1.00E-06,Diacetyl
ppa_m,SRR18156375,1.00E-06,propionate
h2_m,SRR18156375,1.00E-06,Hydrogen
xan_m,SRR18156375,0.042089109,Xanthine
lac_L_m,SRR18156375,1.00E-06,(S)-lactate
glyc_m,SRR18156375,1.00E-06,Glycerol
succ_m,SRR18156375,1.00E-06,Succinate
isocapr_m,SRR18156375,1.00E-06,Isocaproate
oxa_m,SRR18156375,1.00E-06,oxalate(2-)
glyclt_m,SRR18156375,1.00E-06,glycolate
pac_m,SRR18156375,1.00E-06,phenylacetate
acald_m,SRR18156375,1.00E-06,acetaldehyde
actn_R_m,SRR18156375,1.00E-06,(R)-Acetoin
isobut_m,SRR18156375,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR18156375,1.00E-06,chorismate
hxan_m,SRR18156375,0.276851592,Hypoxanthine
mnl_m,SRR18156375,1.00E-06,D-Mannitol
gcald_m,SRR18156375,1.00E-06,glycolaldehyde
fuc_L_m,SRR18156375,1.00E-06,L-fucose
bhb_m,SRR18156375,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR18156375,1.00E-06,Citrate
isoval_m,SRR18156375,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR18156375,0.096193435,Nicotinate
ura_m,SRR18156375,1.00E-06,uracil
glyb_m,SRR18156375,0.308460127,glycine betaine
rib_D_m,SRR18156375,1.00E-06,D-ribose
glcn_m,SRR18156375,1.00E-06,D-gluconate
3mop_m,SRR18156375,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR18156375,1.00E-06,Allantoin
inost_m,SRR18156375,1.00E-06,myo-inositol
phenol_m,SRR18156375,1.00E-06,Phenol
mal_L_m,SRR18156375,1.00E-06,(S)-malate(2-)
phpyr_m,SRR18156375,1.00E-06,keto-phenylpyruvate
thymd_m,SRR18156375,1.00E-06,Thymidine
4hbz_m,SRR18156375,1.00E-06,4-hydroxybenzoate
etoh_m,SRR18156375,1.00E-06,ethanol
lald_L_m,SRR18156375,0.070722944,(S)-lactaldehyde
ins_m,SRR18156375,1.00E-06,Inosine
but_m,SRR18156375,1.00E-06,butyrate
4hphac_m,SRR18156375,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR18156375,1.00E-06,Uridine
ocdca_m,SRR18156375,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR18156375,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR18156375,0.015701112,Riboflavin
hdca_m,SRR18156375,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR18156375,1.00E-06,methanol
4hoxpacd_m,SRR18156375,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR18156375,1.00E-06,D-Arabinose
acac_m,SRR18156375,1.00E-06,acetoacetate
2hyoxplac_m,SRR18156375,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR18156375,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR18156375,1.00E-06,D-Fructose
fum_m,SRR18156375,0.057660983,Fumarate
xtsn_m,SRR18156375,1.00E-06,xanthosine
btd_RR_m,SRR18156375,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR18156375,1.00E-06,Reduced riboflavin
ch4s_m,SRR18156375,1.00E-06,Methanethiol
ppi_m,SRR18156375,1.65E-06,Diphosphate
12ppd_S_m,SRR18156375,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR18156375,1.00E-06,L-cysteine
galur_m,SRR18156375,1.00E-06,D-Galacturonate
ac_m,SRR18156375,1.00E-06,acetate
2obut_m,SRR18156375,1.00E-06,2-Oxobutanoate
apio_D_m,SRR18156375,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR18156375,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR18156375,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR18156375,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR18156375,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR18156375,1.00E-06,Indole
acerA_m,SRR18156375,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR18156375,1.00E-06,formaldehyde
ispre_m,SRR18156375,1.00E-06,Isoprene
mqn7_m,SRR21232871,1.00E-06,Menaquinone 7
mqn8_m,SRR21232871,1.00E-06,Menaquinone 8
h_m,SRR21232871,33.4788109,proton
h2s_m,SRR21232871,0.216838961,Hydrogen sulfide
so4_m,SRR21232871,1.00E-06,sulfate
co2_m,SRR21232871,1.447284175,carbon dioxide
tma_m,SRR21232871,1.00E-06,trimethylamine
h2o_m,SRR21232871,3.497506506,Water
tmao_m,SRR21232871,1.00E-06,Trimethylamine N-oxide
so3_m,SRR21232871,1.00E-06,Sulfite
tsul_m,SRR21232871,1.00E-06,thiosulfate(2-)
for_m,SRR21232871,1.00E-06,Formate
chol_m,SRR21232871,1.00E-06,Choline
o2_m,SRR21232871,1.00E-06,O2
diact_m,SRR21232871,1.00E-06,Diacetyl
ppa_m,SRR21232871,1.00E-06,propionate
h2_m,SRR21232871,1.00E-06,Hydrogen
xan_m,SRR21232871,0.552290965,Xanthine
lac_L_m,SRR21232871,1.00E-06,(S)-lactate
glyc_m,SRR21232871,1.00E-06,Glycerol
succ_m,SRR21232871,1.00E-06,Succinate
isocapr_m,SRR21232871,1.00E-06,Isocaproate
oxa_m,SRR21232871,1.00E-06,oxalate(2-)
glyclt_m,SRR21232871,1.00E-06,glycolate
pac_m,SRR21232871,0.028415459,phenylacetate
acald_m,SRR21232871,1.00E-06,acetaldehyde
actn_R_m,SRR21232871,1.00E-06,(R)-Acetoin
isobut_m,SRR21232871,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR21232871,1.00E-06,chorismate
hxan_m,SRR21232871,1.00E-06,Hypoxanthine
mnl_m,SRR21232871,1.00E-06,D-Mannitol
gcald_m,SRR21232871,1.00E-06,glycolaldehyde
fuc_L_m,SRR21232871,1.00E-06,L-fucose
bhb_m,SRR21232871,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR21232871,1.00E-06,Citrate
isoval_m,SRR21232871,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR21232871,0.144301272,Nicotinate
ura_m,SRR21232871,0.101763766,uracil
glyb_m,SRR21232871,1.00E-06,glycine betaine
rib_D_m,SRR21232871,1.00E-06,D-ribose
glcn_m,SRR21232871,1.00E-06,D-gluconate
3mop_m,SRR21232871,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR21232871,1.00E-06,Allantoin
inost_m,SRR21232871,1.00E-06,myo-inositol
phenol_m,SRR21232871,1.00E-06,Phenol
mal_L_m,SRR21232871,1.00E-06,(S)-malate(2-)
phpyr_m,SRR21232871,1.00E-06,keto-phenylpyruvate
thymd_m,SRR21232871,5.41E-05,Thymidine
4hbz_m,SRR21232871,0.047623798,4-hydroxybenzoate
etoh_m,SRR21232871,1.00E-06,ethanol
lald_L_m,SRR21232871,1.00E-06,(S)-lactaldehyde
ins_m,SRR21232871,1.00E-06,Inosine
but_m,SRR21232871,1.00E-06,butyrate
4hphac_m,SRR21232871,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR21232871,1.00E-06,Uridine
ocdca_m,SRR21232871,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR21232871,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR21232871,1.00E-06,Riboflavin
hdca_m,SRR21232871,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR21232871,1.00E-06,methanol
4hoxpacd_m,SRR21232871,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR21232871,1.00E-06,D-Arabinose
acac_m,SRR21232871,1.00E-06,acetoacetate
2hyoxplac_m,SRR21232871,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR21232871,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR21232871,1.00E-06,D-Fructose
fum_m,SRR21232871,1.00E-06,Fumarate
xtsn_m,SRR21232871,1.00E-06,xanthosine
btd_RR_m,SRR21232871,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR21232871,1.00E-06,Reduced riboflavin
ch4s_m,SRR21232871,1.00E-06,Methanethiol
ppi_m,SRR21232871,1.00E-06,Diphosphate
12ppd_S_m,SRR21232871,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR21232871,1.00E-06,L-cysteine
galur_m,SRR21232871,1.00E-06,D-Galacturonate
ac_m,SRR21232871,1.00E-06,acetate
2obut_m,SRR21232871,1.00E-06,2-Oxobutanoate
apio_D_m,SRR21232871,0.000800961,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR21232871,0.000533974,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR21232871,0.000533974,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR21232871,0.000533974,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR21232871,0.000533974,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR21232871,1.00E-06,Indole
acerA_m,SRR21232871,0.000266987,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR21232871,1.00E-06,formaldehyde
ispre_m,SRR21232871,1.00E-06,Isoprene
mqn7_m,SRR19820362,2.044344137,Menaquinone 7
mqn8_m,SRR19820362,1.54066261,Menaquinone 8
h_m,SRR19820362,20.90114856,proton
h2s_m,SRR19820362,1.00E-06,Hydrogen sulfide
so4_m,SRR19820362,2.198771192,sulfate
co2_m,SRR19820362,0.464102269,carbon dioxide
tma_m,SRR19820362,1.00E-06,trimethylamine
h2o_m,SRR19820362,1.00E-06,Water
tmao_m,SRR19820362,3.841574372,Trimethylamine N-oxide
so3_m,SRR19820362,1.00E-06,Sulfite
tsul_m,SRR19820362,0.873438007,thiosulfate(2-)
for_m,SRR19820362,1.00E-06,Formate
chol_m,SRR19820362,1.00E-06,Choline
o2_m,SRR19820362,1.00E-06,O2
diact_m,SRR19820362,0.324096302,Diacetyl
ppa_m,SRR19820362,1.00E-06,propionate
h2_m,SRR19820362,1.00E-06,Hydrogen
xan_m,SRR19820362,1.00E-06,Xanthine
lac_L_m,SRR19820362,1.00E-06,(S)-lactate
glyc_m,SRR19820362,1.00E-06,Glycerol
succ_m,SRR19820362,1.00E-06,Succinate
isocapr_m,SRR19820362,1.00E-06,Isocaproate
oxa_m,SRR19820362,1.00E-06,oxalate(2-)
glyclt_m,SRR19820362,1.00E-06,glycolate
pac_m,SRR19820362,0.055917727,phenylacetate
acald_m,SRR19820362,1.00E-06,acetaldehyde
actn_R_m,SRR19820362,1.00E-06,(R)-Acetoin
isobut_m,SRR19820362,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR19820362,1.00E-06,chorismate
hxan_m,SRR19820362,0.26591368,Hypoxanthine
mnl_m,SRR19820362,1.00E-06,D-Mannitol
gcald_m,SRR19820362,0.493683615,glycolaldehyde
fuc_L_m,SRR19820362,1.00E-06,L-fucose
bhb_m,SRR19820362,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR19820362,1.00E-06,Citrate
isoval_m,SRR19820362,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR19820362,0.097331966,Nicotinate
ura_m,SRR19820362,1.00E-06,uracil
glyb_m,SRR19820362,1.00E-06,glycine betaine
rib_D_m,SRR19820362,1.00E-06,D-ribose
glcn_m,SRR19820362,1.00E-06,D-gluconate
3mop_m,SRR19820362,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR19820362,1.00E-06,Allantoin
inost_m,SRR19820362,1.00E-06,myo-inositol
phenol_m,SRR19820362,0.014053491,Phenol
mal_L_m,SRR19820362,1.00E-06,(S)-malate(2-)
phpyr_m,SRR19820362,1.00E-06,keto-phenylpyruvate
thymd_m,SRR19820362,1.00E-06,Thymidine
4hbz_m,SRR19820362,1.00E-06,4-hydroxybenzoate
etoh_m,SRR19820362,1.00E-06,ethanol
lald_L_m,SRR19820362,1.00E-06,(S)-lactaldehyde
ins_m,SRR19820362,1.00E-06,Inosine
but_m,SRR19820362,1.00E-06,butyrate
4hphac_m,SRR19820362,0.095102108,4-hydroxyphenylacetate
uri_m,SRR19820362,1.00E-06,Uridine
ocdca_m,SRR19820362,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR19820362,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR19820362,1.00E-06,Riboflavin
hdca_m,SRR19820362,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR19820362,1.00E-06,methanol
4hoxpacd_m,SRR19820362,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR19820362,1.00E-06,D-Arabinose
acac_m,SRR19820362,1.00E-06,acetoacetate
2hyoxplac_m,SRR19820362,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR19820362,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR19820362,1.00E-06,D-Fructose
fum_m,SRR19820362,1.00E-06,Fumarate
xtsn_m,SRR19820362,1.00E-06,xanthosine
btd_RR_m,SRR19820362,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR19820362,1.00E-06,Reduced riboflavin
ch4s_m,SRR19820362,1.00E-06,Methanethiol
ppi_m,SRR19820362,0.01811729,Diphosphate
12ppd_S_m,SRR19820362,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR19820362,1.00E-06,L-cysteine
galur_m,SRR19820362,1.00E-06,D-Galacturonate
ac_m,SRR19820362,1.00E-06,acetate
2obut_m,SRR19820362,1.00E-06,2-Oxobutanoate
apio_D_m,SRR19820362,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR19820362,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR19820362,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR19820362,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR19820362,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR19820362,1.00E-06,Indole
acerA_m,SRR19820362,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR19820362,1.00E-06,formaldehyde
ispre_m,SRR19820362,1.00E-06,Isoprene
mqn7_m,ERR2438157,0.813409663,Menaquinone 7
mqn8_m,ERR2438157,3.40493379,Menaquinone 8
h_m,ERR2438157,19.95655093,proton
h2s_m,ERR2438157,0.216406175,Hydrogen sulfide
so4_m,ERR2438157,0.190912292,sulfate
co2_m,ERR2438157,4.95138005,carbon dioxide
tma_m,ERR2438157,0.192810317,trimethylamine
h2o_m,ERR2438157,4.178208001,Water
tmao_m,ERR2438157,1.00E-06,Trimethylamine N-oxide
so3_m,ERR2438157,1.00E-06,Sulfite
tsul_m,ERR2438157,1.00E-06,thiosulfate(2-)
for_m,ERR2438157,1.00E-06,Formate
chol_m,ERR2438157,1.00E-06,Choline
o2_m,ERR2438157,1.00E-06,O2
diact_m,ERR2438157,1.00E-06,Diacetyl
ppa_m,ERR2438157,1.00E-06,propionate
h2_m,ERR2438157,1.00E-06,Hydrogen
xan_m,ERR2438157,0.448841643,Xanthine
lac_L_m,ERR2438157,1.00E-06,(S)-lactate
glyc_m,ERR2438157,1.00E-06,Glycerol
succ_m,ERR2438157,1.00E-06,Succinate
isocapr_m,ERR2438157,1.633042584,Isocaproate
oxa_m,ERR2438157,1.00E-06,oxalate(2-)
glyclt_m,ERR2438157,1.00E-06,glycolate
pac_m,ERR2438157,0.028609754,phenylacetate
acald_m,ERR2438157,1.00E-06,acetaldehyde
actn_R_m,ERR2438157,1.00E-06,(R)-Acetoin
isobut_m,ERR2438157,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,ERR2438157,1.00E-06,chorismate
hxan_m,ERR2438157,1.00E-06,Hypoxanthine
mnl_m,ERR2438157,1.00E-06,D-Mannitol
gcald_m,ERR2438157,1.00E-06,glycolaldehyde
fuc_L_m,ERR2438157,1.00E-06,L-fucose
bhb_m,ERR2438157,1.00E-06,(R)-3-hydroxybutyrate
cit_m,ERR2438157,1.00E-06,Citrate
isoval_m,ERR2438157,0.816521292,"Isovalerate, 3-Methylbutanoate"
nac_m,ERR2438157,0.185478866,Nicotinate
ura_m,ERR2438157,0.022289344,uracil
glyb_m,ERR2438157,1.00E-06,glycine betaine
rib_D_m,ERR2438157,1.00E-06,D-ribose
glcn_m,ERR2438157,1.00E-06,D-gluconate
3mop_m,ERR2438157,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,ERR2438157,1.00E-06,Allantoin
inost_m,ERR2438157,1.00E-06,myo-inositol
phenol_m,ERR2438157,1.00E-06,Phenol
mal_L_m,ERR2438157,1.00E-06,(S)-malate(2-)
phpyr_m,ERR2438157,1.00E-06,keto-phenylpyruvate
thymd_m,ERR2438157,1.00E-06,Thymidine
4hbz_m,ERR2438157,0.046281476,4-hydroxybenzoate
etoh_m,ERR2438157,1.00E-06,ethanol
lald_L_m,ERR2438157,1.00E-06,(S)-lactaldehyde
ins_m,ERR2438157,1.00E-06,Inosine
but_m,ERR2438157,1.00E-06,butyrate
4hphac_m,ERR2438157,1.00E-06,4-hydroxyphenylacetate
uri_m,ERR2438157,0.076423018,Uridine
ocdca_m,ERR2438157,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,ERR2438157,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,ERR2438157,1.00E-06,Riboflavin
hdca_m,ERR2438157,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,ERR2438157,1.00E-06,methanol
4hoxpacd_m,ERR2438157,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,ERR2438157,1.00E-06,D-Arabinose
acac_m,ERR2438157,1.00E-06,acetoacetate
2hyoxplac_m,ERR2438157,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,ERR2438157,1.00E-06,tetradecanoate (n-C14:0)
